ناصريه	6	16	75	-0.0953631881455	-0.050479248734	NEG	NEG
ابن الزانيه	2	16	33	-0.118938219285	-0.000283186640637	NEG	NEG
الوسخه	199	1219	2835	-0.154958388171	-0.0110904610809	NEG	NEG
عقدت ناس	0	0	0	0	0	NEG	NEG
وبتقولي	44	59	306	-0.0645540117217	-0.0678604827989	POS	Neutral
بالفيس مستواهن	0	1	0	0	0.0741723032127	NEG	Neutral
مزه	282	575	2088	-0.0883365270154	-0.0517991944699	NEG	POS
كريه	0	0	0	0	0	NEG	NEG
كريم	0	0	0	0	0	NEG	POS
نكسجي حمار	0	0	0	0	0	NEG	NEG
اشطه	147	123	810	-0.0496928889369	-0.0944402255172	POS	POS
كلب تروتسكي	0	0	0	0	0	NEG	NEG
بيمثل قطاع	0	0	1	0	0	NEG	Neutral
حليم	945	94	445	0.116480148782	-0.145295248884	POS	POS
عبيطه	80	115	912	-0.10352951551	-0.102339847143	NEG	NEG
خطر	0	0	0	0	0	NEG	NEG
مضحك	0	0	0	0	0	NEG	POS
ساقط	0	0	0	0	0	NEG	NEG
صح	0	0	0	0	0	NEG	POS
معجبه	227	101	2230	-0.0939404669392	-0.189353324045	POS	POS
لبيه	102	80	798	-0.0725256551492	-0.120549221167	POS	Neutral
رخمه	159	158	1310	-0.0815832157968	-0.111841253285	POS	NEG
عبد السيسي	0	3	9	0	-0.0159296318204	POS	NEG
غريب	0	0	0	0	0	NEG	NEG
مش لذيذ	0	0	0	0	0	NEG	NEG
لطيف احبك	0	0	0	0	0	NEG	POS
امنجي	16	112	284	-0.139010952975	-0.0135260742029	NEG	NEG
خائن	0	0	0	0	0	NEG	NEG
قمر	0	0	0	0	0	NEG	POS
مغرور	0	0	0	0	0	NEG	NEG
مش هيقعد	0	0	0	0	0	NEG	NEG
الزواني	2	22	45	-0.139243341198	0.00100455747647	NEG	NEG
اخر تعيس	0	0	0	0	0	NEG	NEG
متعب	584	538	3622	-0.0680422713923	-0.109894926862	POS	NEG
رموطه	0	3	5	0	0.0120692750099	NEG	NEG
ترّف	1	2	0	0.0237124381759	0.0503895050363	NEG	POS
امعه	63	263	769	-0.12130177455	-0.0270531337961	NEG	NEG
ممكن	3554	2721	20974	-0.0768328472198	-0.149701409162	POS	Neutral
مش هتموت	0	0	0	0	0	NEG	POS
جامد	891	1655	6343	-0.0946969892159	-0.0643205463085	NEG	POS
قاتل	0	0	0	0	0	NEG	NEG
خبؤ	1	15	57	-0.181154821943	-0.0331571190497	NEG	NEG
ضلالي	5	34	195	-0.170201935148	-0.064158698125	NEG	NEG
لطيف	0	0	0	0	0	NEG	POS
قدوس	15	8	179	-0.0879553705307	-0.153564368245	POS	POS
اخر	5179	7915	40572	-0.123811907909	-0.114848661316	NEG	Neutral
وسخة	41	166	907	-0.154559992878	-0.0714662248261	NEG	NEG
اناني	121	262	847	-0.0789041790583	-0.0390357058619	NEG	NEG
حنينه	28	43	173	-0.056900496383	-0.0491043473807	NEG	POS
محترم	1986	1668	8770	-0.0457606670223	-0.104451263648	POS	POS
فلانه عشان	0	1	5	0	-0.0408309647123	POS	Neutral
سياسي	1386	2094	4295	-0.030726201328	-0.0196927465886	NEG	Neutral
وليه ناقصه	2	2	1	0.0370635994787	0.0160758003597	POS	NEG
ارهابي اتفوووه عليكم	0	0	0	0	0	NEG	NEG
بتوع السيسي المعرص	0	0	1	0	0	NEG	NEG
بشري محترم	0	0	1	0	0	NEG	POS
مريضه	530	614	4970	-0.105016109186	-0.124751272908	POS	NEG
فقيه بلنتي لنصصصصصر	0	1	0	0	0.0741723032127	NEG	Neutral
اهبل	0	0	0	0	0	NEG	NEG
بني قديم	1	1	1	0.0237124381759	0.00365837232564	POS	NEG
ام كس مدود	0	0	0	0	0	NEG	NEG
دماغه عالية	1	0	0	0.094226369063	0	POS	POS
حاجه	9303	12313	34113	-0.0500016734812	-0.0574901634267	POS	Neutral
حاجه حلوه	0	0	0	0	0	NEG	POS
فقيع	12	29	148	-0.0984169543733	-0.0588597574227	NEG	NEG
هايف	0	0	0	0	0	NEG	NEG
بتاعت نمر	0	0	1	0	0	NEG	NEG
شمال	628	1366	9299	-0.155550097355	-0.114430242606	NEG	NEG
بتضرب	37	260	717	-0.153952906856	-0.0204969059958	NEG	NEG
حر	0	0	0	0	0	NEG	POS
بلد	2247	3094	11800	-0.071708416228	-0.0737649799859	POS	Neutral
اتشحور	0	0	11	0	0	NEG	NEG
قرده	26	169	360	-0.129266401516	-0.00320180236427	NEG	NEG
صوفي	152	254	934	-0.0671160971058	-0.0505320876701	NEG	NEG
فاضل بعيد	0	0	0	0	0	NEG	Neutral
تاعب نفسه	4	4	26	-0.0473455501492	-0.0693582794669	POS	POS
زنديق	0	0	0	0	0	NEG	NEG
حاد	132	899	1760	-0.148009642323	0.00259008349341	NEG	NEG
نذل	113	358	1712	-0.137570885219	-0.0672518773252	NEG	NEG
مش صحي	0	0	2	0	0	NEG	NEG
حاجه هييييييح	1	0	0	0.094226369063	0	POS	POS
اللي اسمك اسكندر	0	1	0	0	0.0741723032127	NEG	Neutral
برجوازي متسلق	0	0	0	0	0	NEG	NEG
طفران	93	118	842	-0.0867841012219	-0.0955746724419	POS	NEG
رغاي	0	0	0	0	0	NEG	NEG
جدعان	0	0	0	0	0	NEG	POS
متكبر	0	0	0	0	0	NEG	NEG
بضان	131	314	1601	-0.119608172618	-0.0731016426539	NEG	NEG
جاموسه	34	86	218	-0.0687449147054	-0.0191527794825	NEG	NEG
نجس	130	600	1347	-0.121641696697	-0.00938024712833	NEG	NEG
غفور	1476	129	1360	0.0930235517119	-0.184623277705	POS	POS
شكلها جدعه	0	0	6	0	0	NEG	POS
رومانسي طموح	2	0	0	0.0986136238092	0	POS	POS
نسخ	221	206	3192	-0.130401492709	-0.166839034558	POS	NEG
لذيذه	229	147	1938	-0.0832769287649	-0.151156228818	POS	POS
الناس ثوره	1	3	1	-0.0090746725283	0.0445248120265	NEG	Neutral
عبيط	0	0	0	0	0	NEG	NEG
وسخ	0	0	0	0	0	NEG	NEG
اسطوره	464	348	2878	-0.0641346578723	-0.12392939246	POS	POS
مميز	0	0	0	0	0	NEG	POS
مُتعب	16	30	599	-0.174008217787	-0.157029497249	NEG	NEG
طلعتي كور"واطيا"	0	0	1	0	0	NEG	NEG
بيعجبنى	1	0	2	0.0237124381759	0	POS	POS
مسكين	673	1653	7845	-0.137566318497	-0.0809499129659	NEG	NEG
بفكر راقي	7	3	20	0.000936368856777	-0.0792029895475	POS	POS
نضيف	0	0	0	0	0	NEG	POS
نفيس غالي	0	0	0	0	0	NEG	POS
عسليه	56	60	549	-0.0870969850881	-0.108816113182	POS	POS
اغبيا	0	0	0	0	0	NEG	NEG
ابن اكبر واطي	0	0	0	0	0	NEG	NEG
ابن وسخه	104	702	1132	-0.133230543413	0.0155250857986	NEG	NEG
ناجح	0	0	0	0	0	NEG	POS
نعيمي	10	9	30	-0.00912682835042	-0.0402743605976	POS	NEG
قطري	130	194	930	-0.0745393189611	-0.0689110414923	NEG	NEG
كنت بحبه	0	0	0	0	0	NEG	POS
محترم وجاد	2	0	6	0.00549203184281	0	POS	POS
ملخبط	108	106	964	-0.0845469905677	-0.114735377215	POS	NEG
زباله	0	0	0	0	0	NEG	NEG
متربيه	28	41	81	-0.017176614923	-0.0119203807414	NEG	POS
مز	136	123	1197	-0.0846258557068	-0.122183070932	POS	POS
خول	0	0	0	0	0	NEG	NEG
كسمك	0	0	0	0	0	NEG	NEG
كويسه	812	383	4775	-0.0593371581554	-0.165163071864	POS	POS
وسخه	384	1980	5852	-0.165652801407	-0.0334671658146	NEG	NEG
ساداتي	16	4	172	-0.0793951940975	-0.191322607788	POS	NEG
خفيفه	387	528	2805	-0.0826262065222	-0.0855734653141	POS	POS
لزيزه	46	28	399	-0.0733868076495	-0.136454819755	POS	POS
سخيف	0	0	0	0	0	NEG	NEG
حبيبتي متقوليش	0	0	0	0	0	NEG	Neutral
ملك ياسلام	0	0	0	0	0	NEG	POS
طيبان	1	4	60	-0.173704782337	-0.115013964141	NEG	POS
اتفشخ	0	0	0	0	0	NEG	NEG
وسخه بضان	1	0	4	-0.0090746725283	0	NEG	NEG
فاهماها غلط	0	0	0	0	0	NEG	NEG
دكتور قلب	1	0	7	-0.0392416420508	0	NEG	Neutral
جذمة	0	1	0	0	0.0741723032127	NEG	NEG
سخنه	41	162	390	-0.101425715871	-0.0135323668438	NEG	NEG
موهوب وصوته	3	2	0	0.0661002465776	0.0160758003597	POS	POS
عسل	0	0	0	0	0	NEG	POS
متدين	0	0	0	0	0	NEG	POS
شخصيه محترمه	0	0	0	0	0	NEG	POS
ضب	55	175	1027	-0.143535239815	-0.0783547416562	NEG	NEG
قميق	0	0	1	0	0	NEG	NEG
فنان	574	239	948	0.0376102081882	-0.0832933461619	POS	POS
مثقف ومحترم	0	0	0	0	0	NEG	POS
قطرائيلي	0	3	6	0	0.00393590872119	NEG	NEG
رائع	0	0	0	0	0	NEG	POS
حنين	641	1250	6725	-0.123975798186	-0.091709230271	NEG	POS
مستفز	0	0	0	0	0	NEG	NEG
عبيط عبيط	0	0	0	0	0	NEG	Neutral
اجبن خلق الله	0	0	0	0	0	NEG	NEG
حبيبتي انجري	0	0	0	0	0	NEG	NEG
مشكوك فيه	24	31	349	-0.10928116123	-0.116236418396	POS	NEG
ايمانك	0	0	0	0	0	NEG	POS
جاهل	0	0	0	0	0	NEG	NEG
حافي وجعان	0	0	0	0	0	NEG	NEG
متناك	0	0	0	0	0	NEG	NEG
هذي غيره	4	2	38	-0.0655104863958	-0.130008861106	POS	NEG
فلول	0	0	0	0	0	NEG	NEG
كويس	0	0	0	0	0	NEG	POS
لباس	425	386	3926	-0.0989733162728	-0.140448736778	POS	NEG
تواب	122	12	367	0.00514741169762	-0.196720614886	POS	POS
اللبوه	8	48	114	-0.117646563236	-0.00930810514224	NEG	NEG
مدفيني	6	3	39	-0.0443410022078	-0.111658526564	POS	POS
متعفن	12	62	114	-0.0980118391174	0.00404284173702	NEG	NEG
لواطي	1	17	21	-0.140917671633	0.0255170036316	NEG	NEG
حكيم	486	411	1624	-0.0189643399594	-0.0688395133608	POS	POS
قذر	0	0	0	0	0	NEG	NEG
جامده	461	937	3274	-0.0897554453104	-0.0516228740507	NEG	POS
شايف نفسه	124	195	877	-0.0742024072986	-0.0638521001489	NEG	NEG
شحات	45	68	587	-0.108410715333	-0.103512673353	NEG	NEG
مبدع	0	0	0	0	0	NEG	POS
والله بشتم	0	0	0	0	0	NEG	NEG
قحبه	75	3058	1408	-0.233992487494	0.100631149672	NEG	NEG
محترمه	0	0	0	0	0	NEG	POS
عاهه	75	133	799	-0.100260181116	-0.0812716643014	NEG	NEG
صايعين	3	12	129	-0.165946446215	-0.101510471239	NEG	NEG
شبه	0	0	0	0	0	NEG	Neutral
اكيد	4691	5949	24030	-0.0746737104794	-0.0881162960057	POS	Neutral
مؤلم	0	0	0	0	0	NEG	NEG
مرح	328	154	2041	-0.0584584599711	-0.155612481561	POS	POS
ديوس	0	0	0	0	0	NEG	NEG
متربي	39	138	160	-0.0577742381265	0.0246677160687	NEG	POS
جميله	4477	1999	24256	-0.0638887577733	-0.19763310937	POS	POS
جحلوط	2	6	16	-0.0683050837943	-0.0167304243355	NEG	NEG
منحط	0	0	0	0	0	NEG	NEG
وسم	188	279	1695	-0.0941925578806	-0.0896551947664	NEG	Neutral
حلو	0	0	0	0	0	NEG	POS
عدائي	0	0	0	0	0	NEG	NEG
مؤدب	0	0	0	0	0	NEG	POS
كانت سيس	0	0	0	0	0	NEG	NEG
اديته اعذار	0	0	0	0	0	NEG	NEG
حكومه	662	1501	3476	-0.0742054831183	-0.020319547478	NEG	Neutral
ابيض	735	890	2814	-0.0367764552222	-0.0513551591158	POS	NEG
مقرف	0	0	0	0	0	NEG	NEG
مخيف	0	0	0	0	0	NEG	NEG
محبوب	0	0	0	0	0	NEG	POS
مورد بلطجيه	0	0	0	0	0	NEG	NEG
فاسق	0	0	0	0	0	NEG	NEG
عاقل ومحترم	0	0	0	0	0	NEG	POS
فيه حالات	14	21	90	-0.0557299758588	-0.0501119775488	NEG	Neutral
قدير	370	104	2653	-0.0689254220571	-0.205549882529	POS	POS
طموح	576	430	3764	-0.0700284490217	-0.131427949475	POS	POS
تاني	2034	5132	17264	-0.127821339932	-0.0575126585872	NEG	Neutral
بهيمة	4	23	188	-0.177281162785	-0.0867473065027	NEG	NEG
جدعه و	12	0	42	-0.0027509046165	0	NEG	POS
شرموطه	0	0	0	0	0	NEG	NEG
احبه	1365	1743	12470	-0.115612050633	-0.127470578977	POS	POS
بجحه	10	39	234	-0.141201994104	-0.0693386788326	NEG	NEG
مسليني	51	9	149	0.00494024650002	-0.148660390052	POS	POS
فلقتين	1	8	35	-0.148660124254	-0.0406749888552	NEG	NEG
هتموت	0	0	0	0	0	NEG	NEG
ابن	5079	9799	23439	-0.0784318680734	-0.0325511828835	NEG	Neutral
متخلف	0	0	0	0	0	NEG	NEG
مجيد	120	69	1014	-0.0775558697354	-0.150084790219	POS	POS
عصبيه	0	0	0	0	0	NEG	NEG
عمتي مريضه	0	0	3	0	0	NEG	NEG
وطنيه	283	429	1557	-0.0617631358894	-0.0535821053658	NEG	POS
متخوبق	0	0	0	0	0	NEG	NEG
غلابة	2	4	17	-0.0654462255609	-0.0418204207764	NEG	NEG
وثوري بحترمك	0	0	0	0	0	NEG	POS
حلوه	0	0	0	0	0	NEG	POS
خطير	0	0	0	0	0	NEG	NEG
غبي	0	0	0	0	0	NEG	NEG
يشل جيش	0	0	1	0	0	NEG	NEG
اداؤه عجبني	0	0	0	0	0	NEG	POS
الله	119451	65785	278695	0.0285966685553	-0.177830343069	POS	POS
برنس	0	0	0	0	0	NEG	POS
اسمر انت حبيبي	0	0	0	0	0	NEG	POS
قويه	1425	2331	9744	-0.0938266665102	-0.0767672698794	NEG	POS
ارهابي	0	0	0	0	0	NEG	NEG
ارهابى	46	115	302	-0.0715684477593	-0.0218903377896	NEG	NEG
كيوت	1287	767	11477	-0.105061168282	-0.191846156301	POS	POS
خيال	241	365	1242	-0.0563638277244	-0.0481759677822	NEG	POS
منطقي	0	0	0	0	0	NEG	POS
صحرا	46	72	672	-0.117035744533	-0.109679912042	NEG	Neutral
بنتش كلب	0	0	0	0	0	NEG	NEG
رحمن	1139	52	420	0.131272220802	-0.195871513443	POS	POS
متخلفين بيتفرجوا	0	0	0	0	0	NEG	NEG
بيبقي ارقي	0	0	0	0	0	NEG	POS
بتحبنا	19	6	115	-0.0418775619032	-0.144635001693	POS	POS
علق	174	336	1397	-0.0888759015825	-0.0594661098669	NEG	NEG
جبان	0	0	0	0	0	NEG	NEG
شبه امي	0	0	0	0	0	NEG	Neutral
عظيم	0	0	0	0	0	NEG	POS
محارب	242	121	1287	-0.0447460991208	-0.135116067125	POS	POS
بارد	1705	1314	10265	-0.0718711185342	-0.137854608522	POS	NEG
يفرقش عنهم	0	0	1	0	0	NEG	NEG
حاجات	1548	1532	10551	-0.0858893110604	-0.124932620741	POS	Neutral
صعيديه الجدعه	0	0	0	0	0	NEG	POS
راعبكم	0	0	0	0	0	NEG	NEG
اولاد الوسخه	2	10	39	-0.118938219285	-0.0356716942137	NEG	NEG
اخد افوره	0	0	1	0	0	NEG	Neutral
لقيط	34	78	431	-0.108074156281	-0.0699247019316	NEG	NEG
بحبك	0	0	0	0	0	NEG	POS
حشره	0	0	0	0	0	NEG	NEG
شبه فلان	0	0	0	0	0	NEG	Neutral
حشري	34	50	378	-0.0946721101839	-0.0915261553896	NEG	NEG
ومزاج تاني	0	0	1	0	0	NEG	Neutral
نقي	0	0	0	0	0	NEG	POS
أسطورة	8	18	42	-0.0497763572802	-0.0136745478348	NEG	POS
طويطر مجنون	0	0	0	0	0	NEG	NEG
محروقه	44	147	606	-0.121110983633	-0.0505033220543	NEG	NEG
ااخر تعيس	0	0	0	0	0	NEG	NEG
اغبيه	35	89	464	-0.112545184828	-0.0660401811977	NEG	NEG
جامدين	104	94	941	-0.0846276527472	-0.121321728554	POS	POS
في الخيانه	7	19	42	-0.0590827352939	-0.00945411295065	NEG	NEG
بتاع سموحه	0	1	1	0	0.0296829661748	NEG	Neutral
ارهابيين	73	362	1094	-0.139407405185	-0.0294283993641	NEG	NEG
مبادئ غريبه	0	0	3	0	0	NEG	NEG
وراه سر	3	6	51	-0.105492002368	-0.0831845731723	NEG	Neutral
ايممممانك	2	0	0	0.0986136238092	0	POS	POS
ابن الخروفه	0	0	1	0	0	NEG	NEG
خدمت البلد	0	31	9	0	0.074157030025	NEG	POS
شخصي	450	365	2549	-0.0573956857275	-0.110057766711	POS	Neutral
نعجه	32	128	439	-0.12063983994	-0.0361315937966	NEG	NEG
مهمه	613	758	5755	-0.107522136115	-0.121260983959	POS	POS
محنكه	8	7	132	-0.106879227222	-0.13854259072	POS	POS
جسمها جامد	1	22	21	-0.148660124254	0.0370295170574	NEG	POS
عيلتة	0	0	1	0	0	NEG	Neutral
ضحكته جامده	0	0	2	0	0	NEG	POS
بجح	0	0	0	0	0	NEG	NEG
الكلب دي	3	21	79	-0.142807600909	-0.0346691195217	NEG	NEG
لاسع	20	18	171	-0.0698127983946	-0.102157830655	POS	NEG
فرفوور	1	2	11	-0.0751603272875	-0.0530868550881	NEG	NEG
ذكي	0	0	0	0	0	NEG	POS
روقني	18	6	156	-0.065764445226	-0.16286162545	POS	POS
نجم	658	526	2438	-0.0261276293582	-0.0830799000076	POS	POS
مفيد	0	0	0	0	0	NEG	POS
محترم بحترمك	0	0	0	0	0	NEG	POS
مفيش ابداع	0	0	0	0	0	NEG	NEG
رزل	0	0	0	0	0	NEG	NEG
شخصيه بضان	2	1	1	0.052052827826	-0.0148063708632	POS	NEG
بيسامحك	0	3	5	0	0.0120692750099	NEG	POS
ممل	0	0	0	0	0	NEG	NEG
خروف	620	1009	5859	-0.111829946566	-0.0979680006408	NEG	NEG
شرومطه	0	0	1	0	0	NEG	NEG
مريض	0	0	0	0	0	NEG	NEG
صوص	17	22	159	-0.0774308156168	-0.0834023470415	POS	Neutral
ابو وشين	3	10	8	-0.0329977944466	0.0311559397788	NEG	NEG
كان بيهلفط	0	0	0	0	0	NEG	NEG
عميل	0	0	0	0	0	NEG	NEG
مؤذي	28	133	536	-0.142598433728	-0.0468511836073	NEG	NEG
عزيز	0	0	0	0	0	NEG	POS
واولاد خشب	1	0	0	0.094226369063	0	POS	Neutral
منحرف	0	0	0	0	0	NEG	NEG
شيعي	382	1477	3766	-0.126782114536	-0.0219260119787	NEG	NEG
رب	6432	4118	18264	-0.00462808008692	-0.108845121778	POS	POS
جااامد	24	34	257	-0.0892165082192	-0.088819273846	NEG	POS
سرسجي	3	12	13	-0.0528633349881	0.023543962735	NEG	NEG
رجعي	72	188	667	-0.0961863520462	-0.0425287348753	NEG	NEG
